# Wo,Ar,sample_sigma,prediction,abs_error,rel_error,mse
1.953889898022982408e+00,7.061670056096797765e+00,3.279199515424245703e+00,5.606821738183498383e-03,3.273592694125530222e+00,9.983846368997966181e-01,1.078395209523625020e+01,2.873317240767438108e+00,1.000000000000000000e+02,9.000000000000000222e-01
3.982407535854237679e+00,1.574585325680693337e+01,2.903660492122501324e+00,5.598764866590499878e-03,2.898061727683737043e+00,9.982578354154053590e-01,8.644987796732664265e+00,1.026811157219266946e+01,1.000000000000000000e+03,9.000000000000000222e-01
2.335686503499794675e+00,6.863509606529177631e+00,1.418925044110218581e+00,5.607679020613431931e-03,1.413317366134432707e+00,9.964719337794901710e-01,2.385071007908082574e+00,1.452035352520378986e+01,1.000000000000000000e+02,9.000000000000000222e-01
2.122773259883992569e+00,1.775079357750851727e+01,6.703610551587883215e+00,5.678032524883747101e-03,6.697932519196877266e+00,9.992391497283721336e-01,4.587190142373133028e+01,1.583113238223200803e+01,1.000000000000000000e+03,9.000000000000000222e-01
4.558033895107520550e+00,1.786748005987584520e+01,2.201510359543092932e+00,5.511789582669734955e-03,2.195998570423173923e+00,9.975603216755448699e-01,5.355819268416222023e+00,1.685911727774752578e+01,1.000000000000000000e+03,9.000000000000000222e-01
4.182179832150762167e+00,5.772607747738387474e+00,5.055584018566697813e-01,5.454470869153738022e-03,5.001039312785543478e-01,7.674756089113362600e-01,3.993052896626211323e-01,8.633096896413416488e+00,1.000000000000000000e+02,9.000000000000000222e-01
3.680868224961290736e+00,8.652770846850042830e+00,1.214393443948912577e+00,5.565216299146413803e-03,1.208828227470777561e+00,9.955304011740189196e-01,1.475649923737748948e+00,1.017395618460526663e+01,1.000000000000000000e+00,9.000000000000000222e-01
1.294299706294816499e+00,1.204367242043902309e+01,4.016792091921044694e+00,5.887103732675313950e-03,4.010904989172078494e+00,9.986353426423619783e-01,1.628219774563601874e+01,4.653209916015401859e+01,1.000000000000000000e+01,9.000000000000000222e-01
1.759686191130669819e+00,7.307843634165562818e+00,4.189213794568447113e-01,5.942795425653457642e-03,4.129785843556080249e-01,5.472067051658797698e-01,2.017729225739869126e+00,3.519184819828867461e+01,1.000000000000000000e+03,9.000000000000000222e-01
2.593602207910856272e+00,9.103052060294311687e+00,1.979714893506599127e+00,6.097602657973766327e-03,1.973617290246175937e+00,9.969911230659646018e-01,3.900757838214821582e+00,1.335888756191460658e+01,1.000000000000000000e+00,9.000000000000000222e-01
3.703111724443331365e+00,1.578013087392994684e+01,1.743750722675386111e+00,5.525494460016489029e-03,1.738225227479042845e+00,9.967510534668668765e-01,3.099185866985066262e+00,2.247970447226667545e+01,1.000000000000000000e+00,9.000000000000000222e-01
1.482012619970975553e+00,1.435029419085255675e+01,8.638336239750715961e+00,5.273152142763137817e-03,8.633063087485716380e+00,9.993938332582459338e-01,7.453339686595469971e+01,8.930851083716069283e+00,1.000000000000000000e+00,9.000000000000000222e-01
3.567814296432199939e+00,5.110686380458704825e+00,8.289063708201325209e-01,5.787803325802087784e-03,8.231185675394414591e-01,9.935901462736659306e-01,6.885481178125847368e-01,2.249554425209156161e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.507903844059217846e+00,1.251615615840973916e+01,5.369189206183600405e+00,5.327876657247543335e-03,5.363861329543814449e+00,9.991424153606697223e-01,3.020240140697226394e+01,2.732950409089751531e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.539740474157599515e+00,5.475194113935185847e+00,-3.777288137375394150e+00,5.483060143887996674e-03,-3.782771196954667570e+00,-1.001510686935456196e+00,1.438488494298818487e+01,2.599031990985315588e+01,1.000000000000000000e+00,8.000000000000000444e-01
1.158925824776869007e+00,1.287687005689128128e+01,6.815987733838499985e+00,5.729721393436193466e-03,6.810258013155197077e+00,9.991662449706787408e-01,4.638296300945846440e+01,3.679653655112431210e+01,1.000000000000000000e+00,9.000000000000000222e-01
3.859897423251886117e+00,1.769853778605072847e+01,3.228856092324817517e+00,5.702780093997716904e-03,3.223153312501485512e+00,9.984409136284773112e-01,1.093077465978133489e+01,5.464613497662043962e+00,1.000000000000000000e+03,8.000000000000000444e-01
2.647720036516520548e+00,1.629382537788135465e+01,2.679377580841065143e+00,5.421563517302274704e-03,2.673956017837445298e+00,9.980905729473802390e-01,8.454209871329259940e+00,3.289445882385378184e+01,1.000000000000000000e+02,9.000000000000000222e-01
2.251275896366358165e+00,1.667685387523531659e+01,2.496652454256749643e+00,5.792906973510980606e-03,2.490859547932253726e+00,9.976433524627699168e-01,1.071862975266560980e+01,1.968639561639031044e+01,1.000000000000000000e+03,8.000000000000000444e-01
3.904849226422105968e+00,7.277552663417628409e+00,3.863031909349635695e-01,5.704267416149377823e-03,3.805989239058951146e-01,6.389617404625588248e-01,5.901362035525767880e-01,6.057588452288664271e+00,1.000000000000000000e+03,8.000000000000000444e-01
1.158500610696712396e+00,1.412785302835979273e+01,9.033203077322312424e+00,5.744128488004207611e-03,9.027458948258052729e+00,9.994097548378514384e-01,8.225799801009375756e+01,1.156293183867049201e+01,1.000000000000000000e+01,8.000000000000000444e-01
1.481684095683838187e+00,1.358625265767213541e+01,4.748768371018206480e+00,5.667613353580236435e-03,4.743100757129115941e+00,9.989743047600047055e-01,2.793725242866540981e+01,1.755883734666160123e+01,1.000000000000000000e+03,8.000000000000000444e-01
1.570086567815243583e+00,7.878385303302732900e+00,1.476261821941617480e+00,5.860957317054271698e-03,1.470400864575086786e+00,9.961548437165023140e-01,2.175238786632501586e+00,3.074668966432794903e+01,1.000000000000000000e+00,9.000000000000000222e-01
3.872569996165942552e+00,1.402176480938673286e+01,4.443465999085332574e-01,5.629418883472681046e-03,4.387171818865339690e-01,5.090070787887575054e-01,1.387614050411234867e+00,3.039637466461544335e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.686253255224566594e+00,1.730964108975256721e+01,8.076864042602153404e+00,5.723295267671346664e-03,8.071140748315281499e+00,9.992961647196267894e-01,6.514656405211445644e+01,1.875192814455413526e+01,1.000000000000000000e+00,9.000000000000000222e-01
1.252215916841586285e+00,1.223249477454479894e+01,5.839960287082194057e+00,5.616755224764347076e-03,5.834343532228503548e+00,9.991634258410609926e-01,3.792024432261680289e+01,3.724036385006397865e+01,1.000000000000000000e+03,9.000000000000000222e-01
3.907560724753345927e+00,8.622706400426290330e+00,1.372942484739462232e+00,5.356500856578350067e-03,1.367585982753655172e+00,9.964996929968246153e-01,2.024750479586628682e+00,8.198900363382882972e+00,1.000000000000000000e+03,9.000000000000000222e-01
1.497467813918625268e+00,9.929076966035465190e+00,1.565321000893945103e+00,5.820569582283496857e-03,1.559500431716204893e+00,9.300138153410502095e-01,7.053574753804480402e+00,2.008475185496277504e+01,1.000000000000000000e+03,8.000000000000000444e-01
